filename,prop,depth,measure,scalar
silttotal_100_cm_p.tif,silttotal,100_cm,p,1
silttotal_100_cm_rpi.tif,silttotal,100_cm,rpi,0.01
silttotal_15_cm_h.tif,silttotal,15_cm,h,1
silttotal_15_cm_l.tif,silttotal,15_cm,l,1
silttotal_15_cm_p.tif,silttotal,15_cm,p,1
silttotal_15_cm_rpi.tif,silttotal,15_cm,rpi,0.01
silttotal_150_cm_h.tif,silttotal,150_cm,h,1
silttotal_150_cm_l.tif,silttotal,150_cm,l,1
silttotal_150_cm_p.tif,silttotal,150_cm,p,1
silttotal_150_cm_rpi.tif,silttotal,150_cm,rpi,0.01
silttotal_30_cm_h.tif,silttotal,30_cm,h,1
silttotal_30_cm_l.tif,silttotal,30_cm,l,1
silttotal_30_cm_p.tif,silttotal,30_cm,p,1
silttotal_30_cm_rpi.tif,silttotal,30_cm,rpi,0.01
silttotal_5_cm_h.tif,silttotal,5_cm,h,1
silttotal_5_cm_l.tif,silttotal,5_cm,l,1
silttotal_5_cm_p.tif,silttotal,5_cm,p,1
silttotal_5_cm_rpi.tif,silttotal,5_cm,rpi,0.01
silttotal_60_cm_h.tif,silttotal,60_cm,h,1
silttotal_60_cm_l.tif,silttotal,60_cm,l,1
silttotal_60_cm_p.tif,silttotal,60_cm,p,1
silttotal_60_cm_rpi.tif,silttotal,60_cm,rpi,0.01
soc_0_cm_h.tif,soc,0_cm,h,0.001
soc_0_cm_l.tif,soc,0_cm,l,0.001
soc_0_cm_p.tif,soc,0_cm,p,0.001
soc_0_cm_rpi.tif,soc,0_cm,rpi,0.01
soc_100_cm_h.tif,soc,100_cm,h,0.001
soc_100_cm_l.tif,soc,100_cm,l,0.001
soc_100_cm_p.tif,soc,100_cm,p,0.001
soc_100_cm_rpi.tif,soc,100_cm,rpi,0.01
soc_15_cm_h.tif,soc,15_cm,h,0.001
soc_15_cm_l.tif,soc,15_cm,l,0.001
soc_15_cm_p.tif,soc,15_cm,p,0.001
soc_15_cm_rpi.tif,soc,15_cm,rpi,0.01
soc_150_cm_h.tif,soc,150_cm,h,0.001
soc_150_cm_l.tif,soc,150_cm,l,0.001
soc_150_cm_p.tif,soc,150_cm,p,0.001
soc_150_cm_rpi.tif,soc,150_cm,rpi,0.01
soc_30_cm_h.tif,soc,30_cm,h,0.001
soc_30_cm_l.tif,soc,30_cm,l,0.001
soc_30_cm_p.tif,soc,30_cm,p,0.001
soc_30_cm_rpi.tif,soc,30_cm,rpi,0.01
soc_5_cm_h.tif,soc,5_cm,h,0.001
soc_5_cm_l.tif,soc,5_cm,l,0.001
soc_5_cm_p.tif,soc,5_cm,p,0.001
soc_5_cm_rpi.tif,soc,5_cm,rpi,0.01
soc_60_cm_h.tif,soc,60_cm,h,0.001
soc_60_cm_l.tif,soc,60_cm,l,0.001
soc_60_cm_p.tif,soc,60_cm,p,0.001
soc_60_cm_rpi.tif,soc,60_cm,rpi,0.01
